Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
35021at7147	Complete	CM034720.1:15560431-15557378	15560431	15557378	-	817.7	473	https://www.orthodb.org/v10?query=35021at7147	MutL, C-terminal, dimerisation
35031at7147	Complete	CM034720.1:8339961-8338627	8339961	8338627	-	619.9	306	https://www.orthodb.org/v10?query=35031at7147	ras-related GTP-binding protein C
35043at7147	Complete	CM034722.1:31791997-31789750	31791997	31789750	-	475.2	290	https://www.orthodb.org/v10?query=35043at7147	acyl-CoA desaturase
35051at7147	Complete	CM034722.1:15902159-15899475	15902159	15899475	-	646.9	335	https://www.orthodb.org/v10?query=35051at7147	Serine/threonine-protein kinase receptor
35053at7147	Complete	CM034722.1:9269112-9267274	9269112	9267274	-	800.8	489	https://www.orthodb.org/v10?query=35053at7147	RNA helicase
35099at7147	Complete	CM034721.1:8692204-8690841	8692204	8690841	-	475.2	278	https://www.orthodb.org/v10?query=35099at7147	LETM1 domain-containing protein 1
35123at7147	Complete	CM034722.1:20343990-20341527	20343990	20341527	-	723.5	385	https://www.orthodb.org/v10?query=35123at7147	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial
35147at7147	Complete	CM034720.1:9475117-9472756	9475117	9472756	-	548.8	538	https://www.orthodb.org/v10?query=35147at7147	mitotic spindle assembly checkpoint protein MAD1
35162at7147	Complete	CM034722.1:15127988-15129378	15127988	15129378	+	369.1	239	https://www.orthodb.org/v10?query=35162at7147	Inositol polyphosphate 1-phosphatase
35208at7147	Complete	CM034722.1:30742921-30741176	30742921	30741176	-	566.3	400	https://www.orthodb.org/v10?query=35208at7147	eukaryotic translation initiation factor 2D
35217at7147	Complete	CM034720.1:6197935-6200122	6197935	6200122	+	634.4	489	https://www.orthodb.org/v10?query=35217at7147	peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase
35225at7147	Complete	CM034722.1:30792270-30793506	30792270	30793506	+	550.7	307	https://www.orthodb.org/v10?query=35225at7147	Phosphoserine aminotransferase
35253at7147	Complete	CM034722.1:10767571-10769861	10767571	10769861	+	670.2	458	https://www.orthodb.org/v10?query=35253at7147	Mannosyltransferase
35260at7147	Complete	CM034722.1:7881533-7889929	7881533	7889929	+	829.0	428	https://www.orthodb.org/v10?query=35260at7147	Phosphatidylinositol-binding clathrin assembly protein
35266at7147	Complete	CM034719.1:11262285-11261108	11262285	11261108	-	584.0	299	https://www.orthodb.org/v10?query=35266at7147	Replication factor C subunit 3
35326at7147	Complete	CM034721.1:4370167-4372093	4370167	4372093	+	574.0	359	https://www.orthodb.org/v10?query=35326at7147	Bat5 hla-b-associated transcript
35396at7147	Complete	CM034718.1:5223460-5228148	5223460	5228148	+	580.3	290	https://www.orthodb.org/v10?query=35396at7147	uncharacterized protein LOC111597317
35419at7147	Complete	CM034722.1:21196462-21197711	21196462	21197711	+	668.8	341	https://www.orthodb.org/v10?query=35419at7147	Acyl-CoA dehydrogenase/oxidase, N-terminal
35471at7147	Complete	CM034718.1:7639923-7637838	7639923	7637838	-	613.6	362	https://www.orthodb.org/v10?query=35471at7147	pyruvate dehydrogenase 
35474at7147	Complete	CM034720.1:9281825-9280689	9281825	9280689	-	586.2	284	https://www.orthodb.org/v10?query=35474at7147	Cytoplasmic tRNA 2-thiolation protein 1
35523at7147	Complete	CM034721.1:11829462-11822736	11829462	11822736	-	603.2	317	https://www.orthodb.org/v10?query=35523at7147	F-box only protein 32
35569at7147	Complete	CM034721.1:8282768-8281554	8282768	8281554	-	650.6	344	https://www.orthodb.org/v10?query=35569at7147	Glycylpeptide N-tetradecanoyltransferase
35580at7147	Complete	CM034721.1:3846800-3848801	3846800	3848801	+	586.6	466	https://www.orthodb.org/v10?query=35580at7147	integrator complex subunit 10
35581at7147	Complete	CM034722.1:7043840-7046001	7043840	7046001	+	564.1	390	https://www.orthodb.org/v10?query=35581at7147	Zinc finger, RING/FYVE/PHD-type
35619at7147	Complete	CM034720.1:17072456-17070067	17072456	17070067	-	414.5	401	https://www.orthodb.org/v10?query=35619at7147	K Homology domain, type 1
35629at7147	Complete	CM034720.1:13705021-13703542	13705021	13703542	-	691.4	381	https://www.orthodb.org/v10?query=35629at7147	Protein CLP1 homolog
35694at7147	Complete	CM034719.1:938653-941038	938653	941038	+	686.2	326	https://www.orthodb.org/v10?query=35694at7147	SH2 domain
35696at7147	Complete	CM034722.1:6084334-6085730	6084334	6085730	+	521.9	259	https://www.orthodb.org/v10?query=35696at7147	Hemimethylated DNA-binding domain
35734at7147	Complete	CM034719.1:11108730-11112430	11108730	11112430	+	593.6	416	https://www.orthodb.org/v10?query=35734at7147	wiskott-Aldrich syndrome protein family member 3
35757at7147	Missing
35803at7147	Complete	CM034718.1:15845968-15847131	15845968	15847131	+	453.2	260	https://www.orthodb.org/v10?query=35803at7147	Ribosomal protein L3
35807at7147	Complete	CM034718.1:23325292-23327285	23325292	23327285	+	489.8	259	https://www.orthodb.org/v10?query=35807at7147	solute carrier family 35 member E1 homolog
35835at7147	Complete	CM034722.1:16535886-16533490	16535886	16533490	-	656.3	493	https://www.orthodb.org/v10?query=35835at7147	centrosome-associated zinc finger protein CP190
35836at7147	Complete	CM034720.1:7979838-7977965	7979838	7977965	-	676.2	368	https://www.orthodb.org/v10?query=35836at7147	Kynurenine 3-monooxygenase
35872at7147	Complete	CM034720.1:8250639-8258602	8250639	8258602	+	483.0	711	https://www.orthodb.org/v10?query=35872at7147	protein lingerer isoform X1
35877at7147	Complete	CM034721.1:8737833-8738745	8737833	8738745	+	287.5	215	https://www.orthodb.org/v10?query=35877at7147	Peroxisomal targeting signal 2 receptor
35903at7147	Complete	CM034720.1:24057538-24056392	24057538	24056392	-	277.5	273	https://www.orthodb.org/v10?query=35903at7147	MRPS27/PTCD2
35908at7147	Complete	CM034721.1:11720108-11718354	11720108	11718354	-	691.0	398	https://www.orthodb.org/v10?query=35908at7147	putative alpha-L-fucosidase
35954at7147	Complete	CM034722.1:27416730-27418553	27416730	27418553	+	454.1	259	https://www.orthodb.org/v10?query=35954at7147	signal peptide peptidase-like 3
35978at7147	Complete	CM034720.1:23875602-23871422	23875602	23871422	-	720.6	409	https://www.orthodb.org/v10?query=35978at7147	lethal(2)neighbour of tid protein 2
36084at7147	Complete	CM034718.1:21613307-21615142	21613307	21615142	+	566.1	425	https://www.orthodb.org/v10?query=36084at7147	protein misato
36088at7147	Complete	CM034719.1:14610735-14612647	14610735	14612647	+	646.6	430	https://www.orthodb.org/v10?query=36088at7147	zinc finger protein Noc
36112at7147	Complete	CM034719.1:5132082-5133149	5132082	5133149	+	468.8	307	https://www.orthodb.org/v10?query=36112at7147	pantothenate kinase 4
36129at7147	Complete	CM034722.1:6215677-6213186	6215677	6213186	-	693.9	366	https://www.orthodb.org/v10?query=36129at7147	protein krasavietz
36142at7147	Complete	CM034722.1:11800653-11802236	11800653	11802236	+	622.4	404	https://www.orthodb.org/v10?query=36142at7147	Tubulin polyglutamylase TTLL6
36153at7147	Complete	CM034718.1:11824236-11822436	11824236	11822436	-	393.6	402	https://www.orthodb.org/v10?query=36153at7147	nudC domain-containing protein 1
36171at7147	Complete	CM034721.1:20192504-20191016	20192504	20191016	-	513.7	313	https://www.orthodb.org/v10?query=36171at7147	acidic fibroblast growth factor intracellular-binding protein
36194at7147	Complete	CM034720.1:21689636-21698457	21689636	21698457	+	429.6	254	https://www.orthodb.org/v10?query=36194at7147	protein NDRG3 isoform X1
36257at7147	Complete	CM034721.1:20882073-20880708	20882073	20880708	-	645.9	321	https://www.orthodb.org/v10?query=36257at7147	phosphatidylserine synthase 1
36309at7147	Complete	CM034719.1:6589557-6588624	6589557	6588624	-	239.6	213	https://www.orthodb.org/v10?query=36309at7147	Kynurenine formamidase
36356at7147	Complete	CM034720.1:9619031-9626093	9619031	9626093	+	655.5	338	https://www.orthodb.org/v10?query=36356at7147	No description available
36427at7147	Duplicated	CM034719.1:23166295-23165115	23166295	23165115	-	357.2	187	https://www.orthodb.org/v10?query=36427at7147	guanine nucleotide-binding protein subunit alpha homolog
36427at7147	Duplicated	CM034719.1:23207556-23217304	23207556	23217304	+	380.0	218	https://www.orthodb.org/v10?query=36427at7147	guanine nucleotide-binding protein subunit alpha homolog
36428at7147	Complete	CM034718.1:5230852-5229723	5230852	5229723	-	588.3	296	https://www.orthodb.org/v10?query=36428at7147	cyclin-dependent kinase 7
36434at7147	Complete	CM034719.1:1316103-1317361	1316103	1317361	+	663.7	346	https://www.orthodb.org/v10?query=36434at7147	Queuine tRNA-ribosyltransferase catalytic subunit 1
36447at7147	Complete	CM034720.1:24742434-24750589	24742434	24750589	+	454.9	256	https://www.orthodb.org/v10?query=36447at7147	Uncharacterized protein, isoform A
36467at7147	Complete	CM034722.1:11329467-11327731	11329467	11327731	-	757.3	416	https://www.orthodb.org/v10?query=36467at7147	Methylthiotransferase, N-terminal
36502at7147	Complete	CM034721.1:5930217-5927225	5930217	5927225	-	620.5	328	https://www.orthodb.org/v10?query=36502at7147	Winged helix-like DNA-binding domain superfamily
36511at7147	Complete	CM034718.1:19760537-19761957	19760537	19761957	+	450.6	289	https://www.orthodb.org/v10?query=36511at7147	Dual specificity phosphatase
36550at7147	Complete	CM034719.1:13941832-13940633	13941832	13940633	-	581.0	303	https://www.orthodb.org/v10?query=36550at7147	Actin-related protein 2/3 complex subunit
36558at7147	Complete	CM034721.1:15245388-15248649	15245388	15248649	+	777.3	412	https://www.orthodb.org/v10?query=36558at7147	Y+L amino acid transporter 2
36621at7147	Complete	CM034719.1:18831403-18830126	18831403	18830126	-	284.4	247	https://www.orthodb.org/v10?query=36621at7147	PPM-type phosphatase domain
36630at7147	Complete	CM034721.1:13884189-13764026	13884189	13764026	-	355.4	246	https://www.orthodb.org/v10?query=36630at7147	CUGBP Elav-like family member 4 isoform X1
36647at7147	Complete	CM034720.1:12839869-12856782	12839869	12856782	+	512.4	350	https://www.orthodb.org/v10?query=36647at7147	Amphiphysin
36652at7147	Complete	CM034722.1:16618146-16615683	16618146	16615683	-	651.6	392	https://www.orthodb.org/v10?query=36652at7147	Cysteine protease
36676at7147	Complete	CM034719.1:8524824-8523766	8524824	8523766	-	484.3	269	https://www.orthodb.org/v10?query=36676at7147	GTP binding
36681at7147	Complete	CM034720.1:10188529-10180665	10188529	10180665	-	401.9	257	https://www.orthodb.org/v10?query=36681at7147	Cyclic nucleotide-binding, conserved site
36702at7147	Complete	CM034720.1:14366924-14367797	14366924	14367797	+	345.1	223	https://www.orthodb.org/v10?query=36702at7147	transmembrane protein 39A
36707at7147	Complete	CM034718.1:7226946-7229917	7226946	7229917	+	445.3	327	https://www.orthodb.org/v10?query=36707at7147	Pleckstrin homology domain
36721at7147	Complete	CM034722.1:16601289-16600033	16601289	16600033	-	514.4	302	https://www.orthodb.org/v10?query=36721at7147	N-acetyl-D-glucosamine kinase
36741at7147	Complete	CM034721.1:13249966-13248701	13249966	13248701	-	470.3	285	https://www.orthodb.org/v10?query=36741at7147	Adenosine kinase
36745at7147	Complete	CM034722.1:22512975-22514361	22512975	22514361	+	540.8	316	https://www.orthodb.org/v10?query=36745at7147	protein Peter pan
36765at7147	Complete	CM034721.1:3851537-3853613	3851537	3853613	+	735.3	424	https://www.orthodb.org/v10?query=36765at7147	Mannosyltransferase
36767at7147	Complete	CM034719.1:19911737-19913659	19911737	19913659	+	761.1	447	https://www.orthodb.org/v10?query=36767at7147	tRNA-dihydrouridine(47) synthase 
36810at7147	Complete	CM034718.1:13408070-13409920	13408070	13409920	+	687.0	378	https://www.orthodb.org/v10?query=36810at7147	Branched-chain-amino-acid aminotransferase
36814at7147	Complete	CM034718.1:18814175-18812042	18814175	18812042	-	447.1	281	https://www.orthodb.org/v10?query=36814at7147	Inhibitor of growth protein
36818at7147	Complete	CM034719.1:9866705-9928581	9866705	9928581	+	203.0	388	https://www.orthodb.org/v10?query=36818at7147	Zinc finger C2H2 superfamily
36820at7147	Complete	CM034722.1:6430743-6434643	6430743	6434643	+	669.6	382	https://www.orthodb.org/v10?query=36820at7147	Katanin p60 ATPase-containing subunit A1
36823at7147	Complete	CM034720.1:20432971-20418947	20432971	20418947	-	971.3	617	https://www.orthodb.org/v10?query=36823at7147	ATP-dependent RNA helicase DDX24
36877at7147	Complete	CM034720.1:13383596-13385233	13383596	13385233	+	652.9	391	https://www.orthodb.org/v10?query=36877at7147	Pyridoxal phosphate-dependent transferase
36896at7147	Complete	CM034722.1:9307893-9306824	9307893	9306824	-	540.1	272	https://www.orthodb.org/v10?query=36896at7147	WD40-repeat-containing domain
36943at7147	Complete	CM034718.1:1528413-1526935	1528413	1526935	-	468.2	314	https://www.orthodb.org/v10?query=36943at7147	GDP-fucose protein O-fucosyltransferase 2
36951at7147	Complete	CM034720.1:21265557-21263317	21265557	21263317	-	520.2	484	https://www.orthodb.org/v10?query=36951at7147	Zinc finger, FYVE-related
36970at7147	Complete	CM034718.1:13813508-13811762	13813508	13811762	-	494.8	268	https://www.orthodb.org/v10?query=36970at7147	Cysteine peptidase, cysteine active site
36989at7147	Complete	CM034722.1:9967193-9968299	9967193	9968299	+	430.6	299	https://www.orthodb.org/v10?query=36989at7147	UPF0160 protein C27H6.8
37008at7147	Complete	CM034718.1:16467515-16469377	16467515	16469377	+	320.0	330	https://www.orthodb.org/v10?query=37008at7147	Phosphatidyl inositol N-acetylglucosaminyl transferase subunit Q
37011at7147	Complete	CM034720.1:16324439-16335991	16324439	16335991	+	675.1	402	https://www.orthodb.org/v10?query=37011at7147	Major facilitator superfamily
37021at7147	Complete	CM034721.1:4072777-4070739	4072777	4070739	-	721.8	453	https://www.orthodb.org/v10?query=37021at7147	Carbohydrate kinase, FGGY
37033at7147	Complete	CM034722.1:9956391-9957637	9956391	9957637	+	555.1	309	https://www.orthodb.org/v10?query=37033at7147	WD40/YVTN repeat-like-containing domain superfamily
37074at7147	Complete	CM034722.1:9315699-9314665	9315699	9314665	-	489.7	238	https://www.orthodb.org/v10?query=37074at7147	4-hydroxybenzoate polyprenyltransferase, mitochondrial
37078at7147	Complete	CM034722.1:20993068-20994792	20993068	20994792	+	804.2	378	https://www.orthodb.org/v10?query=37078at7147	Neurotransmitter-gated ion-channel
37090at7147	Complete	CM034720.1:10209084-10210593	10209084	10210593	+	521.4	314	https://www.orthodb.org/v10?query=37090at7147	putative methyltransferase C9orf114
37092at7147	Complete	CM034719.1:12166960-12165209	12166960	12165209	-	437.5	312	https://www.orthodb.org/v10?query=37092at7147	endoplasmic reticulum lectin 1
37097at7147	Complete	CM034718.1:16398234-16402446	16398234	16402446	+	381.8	249	https://www.orthodb.org/v10?query=37097at7147	ethanolamine kinase
37112at7147	Complete	CM034721.1:9481063-9473024	9481063	9473024	-	479.2	263	https://www.orthodb.org/v10?query=37112at7147	Zinc finger, RING-CH-type
37114at7147	Complete	CM034720.1:13419864-13417516	13419864	13417516	-	707.7	540	https://www.orthodb.org/v10?query=37114at7147	origin recognition complex subunit 3
37118at7147	Complete	CM034718.1:13695385-13692450	13695385	13692450	-	691.4	611	https://www.orthodb.org/v10?query=37118at7147	DNA ligase, ATP-dependent
37128at7147	Complete	CM034718.1:19332352-19333856	19332352	19333856	+	562.3	308	https://www.orthodb.org/v10?query=37128at7147	transmembrane protein 185B
37195at7147	Missing
37197at7147	Complete	CM034722.1:24240677-24241948	24240677	24241948	+	647.5	308	https://www.orthodb.org/v10?query=37197at7147	Ubiquitin carboxyl-terminal hydrolase 46
37209at7147	Complete	CM034721.1:3169274-3170524	3169274	3170524	+	596.4	347	https://www.orthodb.org/v10?query=37209at7147	alpha-1,3/1,6-mannosyltransferase ALG2
37248at7147	Complete	CM034721.1:5514720-5512625	5514720	5512625	-	726.6	485	https://www.orthodb.org/v10?query=37248at7147	Phospholipase B-like
37340at7147	Complete	CM034722.1:10648798-10647097	10648798	10647097	-	588.1	319	https://www.orthodb.org/v10?query=37340at7147	Calreticulin
37352at7147	Complete	CM034719.1:20564280-20562818	20564280	20562818	-	546.3	307	https://www.orthodb.org/v10?query=37352at7147	Phosphatidylcholine-sterol acyltransferase precursor
37414at7147	Complete	CM034721.1:13718597-13717071	13718597	13717071	-	279.0	263	https://www.orthodb.org/v10?query=37414at7147	drebrin-like protein
37432at7147	Complete	CM034721.1:14291738-14293503	14291738	14293503	+	569.3	384	https://www.orthodb.org/v10?query=37432at7147	ADP-dependent glucokinase
37488at7147	Complete	CM034718.1:19826708-19828770	19826708	19828770	+	807.0	435	https://www.orthodb.org/v10?query=37488at7147	ubiquilin-1
37504at7147	Complete	CM034722.1:20483006-20481004	20483006	20481004	-	425.0	333	https://www.orthodb.org/v10?query=37504at7147	probable 28S rRNA (cytosine-C(5))-methyltransferase
37523at7147	Complete	CM034720.1:21841736-21840650	21841736	21840650	-	652.1	312	https://www.orthodb.org/v10?query=37523at7147	mRNA export factor
37548at7147	Complete	CM034718.1:7873921-7875474	7873921	7875474	+	688.4	358	https://www.orthodb.org/v10?query=37548at7147	bystin
